feature_names,sample,qsampled,random_sample
ptsd2,3,2,4
ptsd7,3,4,2
ptsd9,2,3,3
ptsd10,3,3,4
ptsd14,4,3,1
ptsd16,2,3,4
ptsd17,2,4,3
ptsd19,4,3,1
ptsd23,1,1,2
ptsd25,3,4,2
ptsd26,2,3,4
ptsd29,3,2,5
ptsd30,2,,4
ptsd33,3,5,5
ptsd41,2,4,4
ptsd44,5,1,4
ptsd46,1,,3
ptsd48,4,3,1
ptsd49,3,4,4
ptsd50,3,,1
ptsd53,3,3,4
ptsd56,1,2,1
ptsd57,4,5,3
ptsd59,4,2,4
ptsd60,5,4,4
ptsd64,2,2,4
ptsd65,4,3,4
ptsd66,1,3,3
ptsd67,4,1,4
ptsd71,4,,5
ptsd72,5,,5
ptsd73,3,,5
ptsd74,3,,2
ptsd76,5,3,1
ptsd79,4,4,3
ptsd80,5,4,2
ptsd82,4,,1
ptsd83,2,,5
ptsd86,4,4,5
ptsd87,3,,1
ptsd89,4,2,5
ptsd90,3,4,1
ptsd91,3,,4
ptsd93,3,2,2
ptsd95,3,3,4
ptsd97,5,5,1
ptsd98,2,1,1
ptsd99,4,4,2
ptsd100,4,,2
ptsd101,3,,5
ptsd102,4,,2
ptsd103,4,,5
ptsd104,4,3,5
ptsd107,4,3,3
ptsd115,1,2,2
ptsd116,1,2,3
ptsd117,2,1,1
ptsd121,3,1,3
ptsd122,2,1,2
ptsd123,3,1,2
ptsd125,4,4,4
ptsd129,1,1,2
ptsd130,4,4,3
ptsd132,4,3,5
ptsd133,5,,5
ptsd138,4,4,1
ptsd141,4,,4
ptsd143,5,,1
ptsd144,4,3,1
ptsd145,4,3,2
ptsd146,5,1,4
ptsd147,5,4,5
ptsd148,5,3,4
ptsd149,5,2,2
ptsd151,2,1,3
ptsd153,4,2,5
ptsd154,4,4,4
ptsd156,4,3,1
ptsd157,5,1,1
ptsd158,5,1,1
ptsd159,4,,4
ptsd161,4,1,3
ptsd162,4,4,2
ptsd163,3,,3
ptsd165,4,4,4
ptsd166,4,3,3
ptsd169,5,,4
ptsd170,5,3,1
ptsd172,4,2,3
ptsd173,5,1,4
ptsd174,5,3,5
ptsd175,4,5,2
ptsd176,4,2,1
ptsd177,4,3,2
ptsd178,3,2,4
ptsd179,3,4,3
ptsd181,3,1,2
ptsd182,4,2,2
ptsd183,2,,2
ptsd186,4,,1
ptsd189,4,1,1
ptsd192,4,3,3
ptsd193,4,1,2
ptsd194,4,1,5
ptsd196,5,2,3
ptsd198,5,5,4
ptsd199,1,1,4
ptsd202,4,3,3
ptsd203,3,4,2
ptsd204,4,3,5
ptsd206,3,2,1
ptsd207,2,3,3
ptsd208,4,3,2
ptsd209,4,2,2
ptsd211,5,,3
