feature_names,sample,qsampled,random_sample
ptsd2,1,2,1
ptsd5,1,1,3
ptsd6,1,,1
ptsd7,1,2,1
ptsd9,1,1,3
ptsd10,1,1,4
ptsd16,1,2,2
ptsd17,1,2,5
ptsd19,1,4,4
ptsd22,1,1,2
ptsd23,1,5,2
ptsd26,1,1,4
ptsd28,1,1,3
ptsd30,1,,3
ptsd32,1,4,2
ptsd40,1,1,4
ptsd41,1,2,2
ptsd44,1,1,3
ptsd45,5,3,1
ptsd46,1,1,1
ptsd47,1,2,3
ptsd49,1,1,1
ptsd52,1,4,2
ptsd56,1,3,3
ptsd57,2,5,1
ptsd59,1,,2
ptsd60,2,3,3
ptsd61,2,4,1
ptsd62,1,1,2
ptsd63,1,1,3
ptsd65,1,1,4
ptsd66,1,1,2
ptsd72,1,1,2
ptsd74,1,5,1
ptsd78,1,1,5
ptsd80,1,3,1
ptsd81,1,2,4
ptsd83,2,3,5
ptsd87,1,2,4
ptsd89,1,1,3
ptsd90,2,,3
ptsd94,1,2,2
ptsd99,1,3,3
ptsd100,2,5,3
ptsd102,1,,1
ptsd103,2,5,1
ptsd106,2,4,3
ptsd108,2,2,3
ptsd112,2,1,1
ptsd115,4,2,5
ptsd119,2,1,4
ptsd120,1,1,4
ptsd121,2,2,1
ptsd122,1,1,2
ptsd127,1,,1
ptsd128,1,,4
ptsd129,1,1,1
ptsd133,1,2,4
ptsd134,1,2,3
ptsd135,1,2,4
ptsd140,1,3,3
ptsd147,1,2,3
ptsd149,1,1,4
ptsd151,1,1,3
ptsd152,1,,1
ptsd153,1,2,4
ptsd156,1,2,2
ptsd157,1,4,4
ptsd163,1,1,2
ptsd165,1,4,2
ptsd166,1,1,1
ptsd167,1,1,1
ptsd168,1,2,4
ptsd174,1,1,4
ptsd175,1,1,2
ptsd179,1,2,4
ptsd181,1,1,2
ptsd186,1,1,4
ptsd187,1,1,3
ptsd188,1,2,4
ptsd192,1,3,1
ptsd193,1,1,5
ptsd194,1,,5
ptsd197,1,,2
ptsd198,1,1,1
ptsd200,1,1,1
ptsd201,1,1,5
ptsd202,1,1,4
ptsd203,1,2,1
ptsd205,1,4,2
ptsd211,1,,5
