feature_names,sample,qsampled,random_sample
ptsd3,1,2,2
ptsd4,1,4,1
ptsd5,1,,4
ptsd10,2,3,2
ptsd13,1,2,4
ptsd14,1,3,3
ptsd18,3,4,1
ptsd19,2,5,2
ptsd20,1,1,3
ptsd22,1,1,5
ptsd24,2,3,1
ptsd26,1,1,2
ptsd27,2,1,1
ptsd29,1,4,4
ptsd30,1,1,5
ptsd31,2,,1
ptsd33,2,2,4
ptsd35,1,1,3
ptsd36,3,,1
ptsd41,1,3,2
ptsd44,2,5,4
ptsd45,1,5,3
ptsd51,1,1,2
ptsd52,2,3,1
ptsd54,1,1,4
ptsd55,1,1,2
ptsd59,3,1,5
ptsd60,1,4,5
ptsd61,4,,5
ptsd63,2,,4
ptsd66,3,,3
ptsd67,4,4,2
ptsd69,1,,2
ptsd70,2,2,1
ptsd71,2,,5
ptsd73,4,,5
ptsd74,4,4,1
ptsd76,3,,5
ptsd78,3,2,3
ptsd79,2,,5
ptsd81,2,,2
ptsd87,3,4,1
ptsd88,1,1,1
ptsd89,1,2,4
ptsd90,3,4,2
ptsd91,3,4,4
ptsd92,3,,1
ptsd93,1,,4
ptsd97,2,,2
ptsd98,1,3,5
ptsd100,3,4,5
ptsd101,2,3,2
ptsd102,2,1,3
ptsd105,3,4,2
ptsd107,3,4,3
ptsd111,3,2,3
ptsd114,1,5,4
ptsd120,2,,2
ptsd121,1,2,2
ptsd124,3,2,3
ptsd126,4,3,2
ptsd129,2,1,1
ptsd130,1,4,1
ptsd132,1,,3
ptsd136,1,1,4
ptsd138,1,1,1
ptsd139,1,3,2
ptsd140,1,,2
ptsd143,1,3,5
ptsd144,1,2,1
ptsd147,1,5,4
ptsd148,1,1,1
ptsd151,1,1,1
ptsd152,1,1,1
ptsd153,1,1,1
ptsd154,1,1,1
ptsd157,1,,3
ptsd158,1,2,2
ptsd159,4,4,3
ptsd160,3,1,1
ptsd161,1,1,1
ptsd162,1,2,3
ptsd166,1,,2
ptsd167,1,1,1
ptsd169,1,1,2
ptsd170,1,1,1
ptsd171,1,1,2
ptsd172,1,2,2
ptsd174,1,1,4
ptsd178,1,1,4
ptsd179,1,1,4
ptsd181,1,1,1
ptsd185,1,1,4
ptsd189,1,,1
ptsd190,1,1,1
ptsd191,2,,2
ptsd193,1,1,2
ptsd194,1,1,5
ptsd195,1,1,3
ptsd196,1,1,4
ptsd197,1,1,4
ptsd200,1,,3
ptsd201,1,1,2
ptsd203,3,3,5
ptsd204,2,2,1
ptsd205,1,3,3
ptsd206,1,3,2
ptsd208,3,2,2
ptsd211,4,,3
