feature_names,sample,qsampled,random_sample
ptsd1,1,1,2
ptsd2,1,1,2
ptsd4,2,4,4
ptsd5,1,1,2
ptsd7,1,3,4
ptsd8,1,4,3
ptsd11,1,1,3
ptsd13,1,,2
ptsd15,2,3,3
ptsd16,2,1,5
ptsd20,1,3,4
ptsd21,1,1,5
ptsd24,2,3,4
ptsd30,2,,4
ptsd32,1,5,4
ptsd33,1,2,3
ptsd36,2,2,1
ptsd37,1,4,4
ptsd38,1,2,1
ptsd41,1,2,2
ptsd44,1,3,4
ptsd45,5,2,3
ptsd49,1,,1
ptsd50,2,1,2
ptsd51,1,1,4
ptsd53,1,2,4
ptsd54,1,1,3
ptsd59,1,1,5
ptsd61,1,5,5
ptsd62,1,,3
ptsd63,1,1,1
ptsd65,1,1,4
ptsd68,1,1,1
ptsd69,1,2,3
ptsd70,1,,2
ptsd71,1,1,1
ptsd73,1,1,5
ptsd74,1,3,5
ptsd76,2,,1
ptsd78,1,5,5
ptsd79,1,4,3
ptsd80,1,1,5
ptsd81,1,4,2
ptsd82,1,3,1
ptsd83,1,1,1
ptsd87,1,3,4
ptsd88,1,2,2
ptsd90,1,3,2
ptsd92,1,1,4
ptsd93,1,2,4
ptsd95,1,1,1
ptsd96,1,,5
ptsd98,1,2,5
ptsd100,1,2,2
ptsd101,1,1,3
ptsd104,1,3,5
ptsd108,1,2,3
ptsd110,1,3,3
ptsd114,1,2,4
ptsd118,1,1,3
ptsd119,1,,1
ptsd121,1,,3
ptsd123,1,1,2
ptsd124,1,,2
ptsd125,1,3,4
ptsd132,1,2,4
ptsd134,1,1,3
ptsd136,1,1,4
ptsd140,1,4,5
ptsd141,1,,2
ptsd142,1,1,2
ptsd144,1,4,3
ptsd145,1,3,3
ptsd148,1,4,5
ptsd149,1,3,1
ptsd151,1,,3
ptsd152,1,1,1
ptsd157,1,1,1
ptsd160,1,1,4
ptsd161,1,1,3
ptsd165,1,1,4
ptsd167,1,3,1
ptsd168,1,1,3
ptsd170,1,1,1
ptsd171,1,1,3
ptsd172,1,1,1
ptsd179,1,2,2
ptsd181,1,3,2
ptsd183,1,,5
ptsd184,1,1,2
ptsd186,1,4,3
ptsd189,1,1,2
ptsd191,1,1,4
ptsd192,1,1,4
ptsd195,1,3,2
ptsd198,1,,2
ptsd199,1,1,3
ptsd201,1,1,2
ptsd202,1,2,5
ptsd204,1,3,3
ptsd205,1,5,4
ptsd206,1,1,4
ptsd207,1,,3
ptsd208,1,4,2
ptsd210,1,2,5
