feature_names,sample,qsampled,random_sample
ptsd3,3,,3
ptsd6,2,3,1
ptsd7,1,,1
ptsd8,2,,3
ptsd10,2,3,4
ptsd12,2,4,3
ptsd13,2,1,5
ptsd14,3,2,4
ptsd15,2,2,2
ptsd22,2,2,2
ptsd25,3,3,4
ptsd27,2,1,3
ptsd28,3,3,4
ptsd31,2,3,3
ptsd32,2,4,2
ptsd34,2,,2
ptsd35,3,2,3
ptsd39,2,3,4
ptsd41,2,2,1
ptsd42,1,3,1
ptsd44,4,1,4
ptsd45,2,3,1
ptsd46,1,1,2
ptsd48,3,2,4
ptsd52,3,4,1
ptsd54,1,1,1
ptsd60,2,,3
ptsd61,5,3,1
ptsd65,3,1,2
ptsd68,4,,2
ptsd69,4,3,1
ptsd74,4,4,4
ptsd76,5,5,2
ptsd77,4,,1
ptsd78,4,2,5
ptsd79,4,2,1
ptsd82,4,2,4
ptsd83,2,,5
ptsd86,5,5,4
ptsd90,3,3,1
ptsd92,4,3,3
ptsd93,2,2,2
ptsd96,4,3,3
ptsd97,5,2,1
ptsd98,2,2,1
ptsd100,4,2,1
ptsd102,5,,5
ptsd104,5,4,3
ptsd106,4,,2
ptsd108,2,1,1
ptsd109,4,4,4
ptsd112,1,,4
ptsd114,1,5,3
ptsd116,1,1,4
ptsd119,4,3,3
ptsd121,2,2,4
ptsd122,1,1,4
ptsd123,4,4,1
ptsd127,4,,1
ptsd128,3,1,2
ptsd130,4,2,2
ptsd131,4,1,1
ptsd133,4,,4
ptsd137,4,,2
ptsd138,4,4,2
ptsd139,4,3,3
ptsd140,4,3,4
ptsd142,3,2,3
ptsd144,4,4,2
ptsd145,4,3,3
ptsd146,2,1,4
ptsd147,4,2,2
ptsd148,4,1,1
ptsd149,4,,5
ptsd153,4,,1
ptsd154,4,4,2
ptsd155,3,4,1
ptsd158,4,2,1
ptsd161,3,2,5
ptsd162,2,1,5
ptsd163,4,1,2
ptsd165,4,4,1
ptsd166,4,1,4
ptsd167,3,2,4
ptsd169,4,2,5
ptsd170,3,2,4
ptsd171,4,,4
ptsd172,4,2,1
ptsd173,3,3,2
ptsd174,3,1,5
ptsd176,3,3,4
ptsd177,3,,1
ptsd178,3,1,3
ptsd179,3,1,2
ptsd181,4,3,4
ptsd184,4,,3
ptsd185,3,,3
ptsd186,4,3,2
ptsd188,4,1,3
ptsd191,2,4,1
ptsd195,3,2,2
ptsd199,3,1,3
ptsd200,3,2,2
ptsd202,3,4,1
ptsd210,4,,5
