feature_names,sample,qsampled,random_sample
ptsd1,4,1,3
ptsd2,2,1,3
ptsd3,2,,1
ptsd12,4,3,4
ptsd13,1,1,3
ptsd15,2,1,1
ptsd17,2,2,2
ptsd18,3,2,5
ptsd20,1,2,4
ptsd21,3,1,2
ptsd22,2,5,2
ptsd25,4,,4
ptsd26,1,1,3
ptsd27,3,4,4
ptsd29,4,2,3
ptsd37,3,3,3
ptsd40,3,3,4
ptsd41,4,2,2
ptsd42,4,1,1
ptsd43,4,3,1
ptsd45,2,2,1
ptsd46,3,1,3
ptsd49,2,3,1
ptsd51,1,1,2
ptsd53,3,1,3
ptsd54,3,,1
ptsd57,3,5,1
ptsd58,2,5,2
ptsd64,2,2,4
ptsd65,2,4,1
ptsd67,1,4,1
ptsd77,3,3,3
ptsd81,2,2,1
ptsd83,1,1,5
ptsd84,2,5,2
ptsd88,3,1,1
ptsd89,1,2,4
ptsd91,3,1,3
ptsd93,3,2,4
ptsd97,4,2,5
ptsd98,1,2,1
ptsd102,3,4,4
ptsd104,2,5,5
ptsd105,3,2,4
ptsd106,2,1,2
ptsd110,3,,3
ptsd111,3,5,2
ptsd115,2,1,5
ptsd117,1,2,3
ptsd122,2,1,1
ptsd124,3,2,1
ptsd127,2,4,3
ptsd129,3,1,4
ptsd130,3,2,1
ptsd131,4,1,1
ptsd132,4,,5
ptsd135,3,,3
ptsd138,2,4,2
ptsd139,2,3,1
ptsd140,3,2,4
ptsd144,2,3,1
ptsd146,1,2,4
ptsd147,2,3,3
ptsd150,1,2,3
ptsd152,1,1,4
ptsd153,3,,2
ptsd155,3,,1
ptsd156,2,4,4
ptsd159,1,4,2
ptsd163,2,4,4
ptsd164,3,3,3
ptsd166,4,2,2
ptsd167,2,1,1
ptsd169,2,,3
ptsd170,1,4,4
ptsd173,3,1,4
ptsd175,4,,2
ptsd179,3,2,4
ptsd182,1,1,5
ptsd185,1,3,4
ptsd186,3,1,3
ptsd188,4,1,4
ptsd191,1,1,4
ptsd192,3,2,5
ptsd193,2,,5
ptsd194,2,3,2
ptsd199,4,2,1
ptsd200,4,1,1
ptsd201,3,2,5
ptsd202,5,2,4
ptsd203,4,2,1
ptsd204,3,4,2
ptsd206,2,,5
