feature_names,sample,qsampled,random_sample
ptsd3,2,,3
ptsd5,1,1,3
ptsd6,3,,1
ptsd9,1,,1
ptsd10,3,3,4
ptsd11,3,1,1
ptsd12,2,,4
ptsd13,3,3,2
ptsd14,3,2,5
ptsd17,3,2,4
ptsd22,2,5,2
ptsd26,2,3,3
ptsd27,3,4,4
ptsd28,3,1,3
ptsd31,2,,3
ptsd32,3,5,2
ptsd34,3,3,2
ptsd35,2,,3
ptsd36,3,2,4
ptsd38,2,3,1
ptsd40,3,3,4
ptsd41,3,3,3
ptsd44,3,1,4
ptsd46,2,1,1
ptsd49,3,1,3
ptsd50,3,2,4
ptsd51,2,2,1
ptsd53,3,4,1
ptsd55,3,,3
ptsd58,3,2,1
ptsd60,3,2,5
ptsd61,4,5,2
ptsd66,1,,4
ptsd68,3,5,4
ptsd69,3,3,2
ptsd71,3,2,1
ptsd73,3,2,5
ptsd74,3,,1
ptsd75,2,2,4
ptsd78,3,1,5
ptsd80,3,3,4
ptsd81,3,1,3
ptsd82,3,1,2
ptsd84,2,5,5
ptsd85,1,2,3
ptsd86,3,1,1
ptsd90,3,2,3
ptsd91,3,1,4
ptsd93,3,1,3
ptsd94,3,3,3
ptsd95,2,3,1
ptsd96,3,2,1
ptsd99,2,,1
ptsd100,4,4,5
ptsd101,3,,3
ptsd102,3,1,4
ptsd105,3,1,1
ptsd106,3,3,4
ptsd109,3,1,1
ptsd112,3,4,4
ptsd113,2,3,3
ptsd115,2,4,4
ptsd116,2,2,3
ptsd117,1,1,1
ptsd118,2,2,4
ptsd119,3,,3
ptsd123,3,1,4
ptsd125,2,1,2
ptsd127,2,3,3
ptsd128,3,,2
ptsd129,1,,3
ptsd134,2,,4
ptsd135,2,3,3
ptsd137,3,2,4
ptsd138,2,4,3
ptsd140,2,2,4
ptsd144,3,3,3
ptsd145,3,3,4
ptsd146,2,1,5
ptsd149,2,2,1
ptsd151,3,3,3
ptsd152,3,1,1
ptsd154,2,,1
ptsd155,2,,5
ptsd156,3,,5
ptsd157,3,4,2
ptsd158,3,4,1
ptsd159,2,4,1
ptsd161,2,1,5
ptsd166,3,1,3
ptsd168,2,1,4
ptsd169,3,1,1
ptsd170,2,3,2
ptsd171,3,,2
ptsd173,3,2,4
ptsd174,3,,3
ptsd175,2,2,2
ptsd176,2,5,4
ptsd177,3,2,4
ptsd181,3,1,4
ptsd182,1,1,3
ptsd185,3,1,3
ptsd186,3,,2
ptsd188,3,2,3
ptsd189,2,1,1
ptsd194,2,2,2
ptsd195,2,2,3
ptsd196,3,,2
ptsd197,2,,1
ptsd200,3,1,5
ptsd202,3,1,2
ptsd203,4,1,3
ptsd204,3,2,1
ptsd206,3,3,4
ptsd207,3,1,2
ptsd208,3,4,4
ptsd209,2,4,3
ptsd210,4,,5
