feature_names,sample,qsampled,random_sample
ptsd2,1,,1
ptsd3,1,3,1
ptsd6,1,,1
ptsd7,1,,3
ptsd8,1,3,1
ptsd11,1,3,3
ptsd12,1,4,4
ptsd13,1,2,5
ptsd14,1,2,4
ptsd15,1,2,2
ptsd16,1,3,2
ptsd20,1,3,1
ptsd23,1,1,2
ptsd27,1,1,4
ptsd28,1,3,1
ptsd29,1,2,2
ptsd32,1,2,2
ptsd33,1,2,3
ptsd36,1,3,4
ptsd37,1,3,1
ptsd38,1,1,4
ptsd39,1,2,1
ptsd40,1,2,1
ptsd41,1,3,4
ptsd43,5,1,1
ptsd44,2,2,2
ptsd48,1,1,4
ptsd49,1,,1
ptsd54,1,1,1
ptsd55,1,5,3
ptsd58,3,4,1
ptsd65,4,3,2
ptsd69,1,2,2
ptsd70,1,1,1
ptsd71,1,1,4
ptsd72,1,,2
ptsd74,1,5,1
ptsd81,1,2,5
ptsd82,1,2,1
ptsd85,1,4,4
ptsd87,1,3,5
ptsd88,1,2,4
ptsd90,3,3,1
ptsd94,1,3,3
ptsd95,1,,2
ptsd96,1,4,3
ptsd97,1,2,1
ptsd98,1,5,1
ptsd100,3,,1
ptsd102,1,5,5
ptsd104,1,4,3
ptsd105,3,4,2
ptsd108,1,2,1
ptsd110,3,2,4
ptsd112,1,2,3
ptsd114,1,1,4
ptsd116,4,5,3
ptsd122,1,1,1
ptsd123,1,4,2
ptsd124,1,,3
ptsd126,1,,4
ptsd128,1,1,2
ptsd129,1,1,3
ptsd132,1,3,4
ptsd133,1,2,2
ptsd134,1,1,4
ptsd136,1,1,3
ptsd139,1,3,2
ptsd140,1,2,4
ptsd144,1,4,3
ptsd145,1,,4
ptsd146,1,,5
ptsd148,1,2,1
ptsd149,1,2,2
ptsd150,1,4,1
ptsd152,1,1,1
ptsd154,1,1,5
ptsd157,1,1,5
ptsd160,1,3,2
ptsd164,1,2,1
ptsd165,1,1,4
ptsd166,1,3,4
ptsd167,1,2,3
ptsd168,1,2,5
ptsd169,1,1,4
ptsd172,1,1,1
ptsd175,1,1,2
ptsd177,1,2,2
ptsd178,1,1,2
ptsd182,1,1,3
ptsd183,1,1,2
ptsd190,1,,2
ptsd191,1,1,4
ptsd194,1,1,3
ptsd195,1,1,2
ptsd196,1,2,4
ptsd197,1,1,2
ptsd198,1,2,3
ptsd203,1,4,2
ptsd208,1,,1
