feature_names,sample,qsampled,random_sample
ptsd1,1,5,3
ptsd6,2,3,1
ptsd7,2,1,1
ptsd8,2,5,3
ptsd10,3,1,4
ptsd13,1,4,2
ptsd14,2,2,5
ptsd16,2,2,4
ptsd17,1,2,2
ptsd22,2,1,2
ptsd23,3,1,1
ptsd29,2,2,2
ptsd30,2,3,3
ptsd32,2,5,2
ptsd34,2,3,2
ptsd35,1,3,3
ptsd36,2,3,4
ptsd40,1,2,1
ptsd42,1,3,4
ptsd44,2,3,3
ptsd45,3,,4
ptsd46,1,1,1
ptsd49,2,3,3
ptsd50,2,2,4
ptsd51,2,,1
ptsd52,1,,1
ptsd53,1,3,1
ptsd54,1,3,4
ptsd55,1,5,1
ptsd58,3,3,5
ptsd59,1,,2
ptsd60,3,3,1
ptsd68,1,3,4
ptsd72,2,3,2
ptsd73,2,2,1
ptsd74,2,3,5
ptsd78,1,2,1
ptsd79,2,3,4
ptsd82,3,1,5
ptsd83,1,4,4
ptsd91,1,1,1
ptsd94,2,4,3
ptsd99,1,2,2
ptsd101,1,3,3
ptsd103,2,1,1
ptsd104,2,,1
ptsd105,3,,3
ptsd107,1,4,3
ptsd108,3,3,1
ptsd109,2,3,4
ptsd110,2,4,1
ptsd111,1,3,5
ptsd112,1,4,3
ptsd113,4,4,4
ptsd117,1,1,1
ptsd119,2,2,4
ptsd123,2,3,1
ptsd126,1,,1
ptsd127,2,,2
ptsd128,1,4,1
ptsd130,1,1,4
ptsd131,1,3,3
ptsd132,2,1,3
ptsd134,1,3,4
ptsd137,1,1,2
ptsd138,2,3,4
ptsd139,1,3,2
ptsd141,1,2,3
ptsd144,2,1,2
ptsd145,2,3,3
ptsd150,2,,4
ptsd154,1,2,3
ptsd157,1,2,4
ptsd158,1,4,4
ptsd159,1,1,2
ptsd160,1,4,1
ptsd161,1,1,5
ptsd162,1,,1
ptsd163,1,4,2
ptsd165,2,4,4
ptsd166,1,3,4
ptsd168,1,1,5
ptsd169,2,4,5
ptsd170,1,,2
ptsd171,2,1,1
ptsd172,1,2,1
ptsd173,1,1,1
ptsd174,2,2,5
ptsd175,2,1,4
ptsd180,2,3,4
ptsd182,1,2,1
ptsd183,1,1,2
ptsd187,1,1,2
ptsd191,1,2,2
ptsd194,1,3,3
ptsd197,2,1,2
ptsd198,2,3,4
ptsd199,1,2,3
ptsd200,2,2,2
ptsd205,2,3,4
ptsd206,2,,2
