feature_names,sample,qsampled,random_sample
ptsd4,1,1,1
ptsd8,5,3,1
ptsd9,2,3,1
ptsd10,1,1,4
ptsd11,3,1,1
ptsd14,4,2,1
ptsd18,4,2,2
ptsd25,3,3,4
ptsd28,4,3,2
ptsd29,4,4,4
ptsd33,4,3,2
ptsd35,2,1,2
ptsd36,4,2,4
ptsd37,4,4,3
ptsd39,2,1,4
ptsd42,4,1,1
ptsd43,2,3,2
ptsd44,2,1,2
ptsd45,1,1,3
ptsd46,3,2,1
ptsd50,4,4,1
ptsd51,1,,4
ptsd52,1,3,1
ptsd53,3,3,1
ptsd60,4,4,4
ptsd61,4,,1
ptsd63,1,,3
ptsd64,2,3,4
ptsd66,2,1,1
ptsd67,1,,1
ptsd70,2,3,3
ptsd72,4,,1
ptsd73,4,3,5
ptsd76,5,3,2
ptsd77,5,3,1
ptsd80,5,2,4
ptsd82,4,1,2
ptsd83,4,2,1
ptsd84,3,4,5
ptsd85,3,3,1
ptsd86,4,4,4
ptsd93,3,4,4
ptsd94,4,3,2
ptsd95,3,1,4
ptsd100,5,5,4
ptsd102,2,1,3
ptsd104,4,,2
ptsd106,2,,2
ptsd107,2,,3
ptsd109,4,3,1
ptsd110,5,5,1
ptsd112,1,1,1
ptsd123,4,4,3
ptsd125,4,,3
ptsd126,4,2,1
ptsd127,3,,4
ptsd128,3,2,4
ptsd130,2,4,5
ptsd131,5,1,3
ptsd134,3,,4
ptsd135,4,,4
ptsd139,4,3,1
ptsd140,4,1,4
ptsd141,3,4,3
ptsd142,3,3,3
ptsd143,3,3,3
ptsd145,4,3,2
ptsd146,3,2,2
ptsd147,4,2,1
ptsd148,4,4,4
ptsd149,4,1,2
ptsd152,3,1,4
ptsd153,4,,2
ptsd155,3,2,4
ptsd156,4,2,3
ptsd157,3,4,4
ptsd158,4,1,4
ptsd162,3,4,2
ptsd165,3,3,4
ptsd170,4,,5
ptsd171,4,2,4
ptsd173,3,1,2
ptsd175,3,,1
ptsd176,3,2,1
ptsd177,3,4,2
ptsd178,3,2,2
ptsd179,3,4,1
ptsd180,3,4,3
ptsd184,3,1,1
ptsd185,3,3,4
ptsd187,4,3,3
ptsd192,3,2,5
ptsd193,3,1,4
ptsd195,3,2,1
ptsd197,3,3,2
ptsd198,3,,5
ptsd199,3,3,4
ptsd200,5,1,3
ptsd201,5,3,2
ptsd203,5,2,4
ptsd205,2,,3
ptsd207,2,2,2
ptsd209,3,1,4
ptsd210,5,,2
