feature_names,sample,qsampled,random_sample
ptsd2,1,,1
ptsd3,5,3,1
ptsd4,1,,4
ptsd5,1,,4
ptsd6,1,2,3
ptsd8,2,3,1
ptsd9,2,3,2
ptsd11,1,3,4
ptsd12,1,2,2
ptsd16,1,4,4
ptsd18,1,3,2
ptsd21,1,1,2
ptsd24,1,3,4
ptsd25,1,1,3
ptsd26,1,2,4
ptsd27,2,,1
ptsd30,1,2,2
ptsd31,1,3,2
ptsd34,2,2,3
ptsd38,2,1,4
ptsd42,2,1,1
ptsd43,4,5,1
ptsd44,2,2,3
ptsd46,1,1,4
ptsd47,1,1,1
ptsd48,1,3,3
ptsd50,2,3,4
ptsd51,1,1,1
ptsd52,1,,1
ptsd56,1,1,1
ptsd59,4,3,1
ptsd61,1,2,5
ptsd62,1,1,3
ptsd63,1,1,4
ptsd64,3,3,2
ptsd66,1,1,3
ptsd67,1,1,4
ptsd68,2,3,5
ptsd69,2,5,1
ptsd71,2,1,4
ptsd74,1,3,5
ptsd76,1,4,4
ptsd82,2,3,3
ptsd83,1,2,2
ptsd84,1,1,5
ptsd85,2,2,3
ptsd86,1,4,1
ptsd87,2,3,1
ptsd88,4,2,1
ptsd90,2,1,1
ptsd91,2,,2
ptsd92,2,1,4
ptsd94,1,2,4
ptsd99,2,4,1
ptsd101,2,4,4
ptsd104,1,2,4
ptsd106,2,2,1
ptsd107,4,4,2
ptsd108,1,1,3
ptsd111,5,5,3
ptsd112,1,2,3
ptsd115,3,,4
ptsd118,2,,2
ptsd119,2,,4
ptsd121,1,1,2
ptsd124,3,4,3
ptsd125,2,2,2
ptsd136,1,2,2
ptsd138,2,3,2
ptsd144,2,1,1
ptsd145,1,2,1
ptsd146,2,1,4
ptsd150,1,1,4
ptsd151,4,,3
ptsd154,2,4,1
ptsd158,4,1,5
ptsd159,4,4,1
ptsd160,1,4,2
ptsd165,2,4,4
ptsd166,1,1,4
ptsd167,1,1,2
ptsd168,1,3,5
ptsd170,2,1,2
ptsd171,3,2,1
ptsd172,2,2,1
ptsd173,2,,1
ptsd174,2,2,5
ptsd176,5,3,4
ptsd178,1,1,4
ptsd179,1,1,4
ptsd180,1,,4
ptsd184,3,1,2
ptsd186,3,1,2
ptsd188,1,3,2
ptsd189,3,,1
ptsd190,1,,3
ptsd192,2,2,4
ptsd193,4,1,3
ptsd194,1,1,2
ptsd195,2,1,4
ptsd197,2,1,2
ptsd205,2,2,3
ptsd206,1,4,2
ptsd208,2,,1
